Source,Target
s3mpurna,prabowo
frans_surya,InginBebas6
muhamadrdani,kucinggyatt
muhamadrdani,syabuhachi
miniapinpalli,Ololehomask02
miniapinpalli,NyemilQ
miniapinpalli,CocoAgain98
miniapinpalli,elisa_jkt
miniapinpalli,CahKeren212
CahKeren212,AbdRach22412480
CahKeren212,elisa_jkt
CahKeren212,Gerindra
CahKeren212,Ginakyo2
CahKeren212,prabowo
RioOchou,CahKeren212
RioOchou,elisa_jkt
RioOchou,CahKeren212
RioOchou,elisa_jkt
CahKeren212,atm0stphere
CahKeren212,nopskyyy
CahKeren212,rollersk8erboi
RioOchou,CahKeren212
RioOchou,elisa_jkt
CahKeren212,NyemilQ
CahKeren212,Ololehomask02
CahKeren212,CocoAgain98
CahKeren212,elisa_jkt
jeff23greenwood,kermitanto
jeff23greenwood,Rezasjahrizal
jeff23greenwood,acarbiawak
RioOchou,CahKeren212
RioOchou,elisa_jkt
CahKeren212,elisa_jkt
CahKeren212,ferizandra
CahKeren212,RioOchou
CahKeren212,elisa_jkt
Zaindamai,elisa_jkt
loopseey,realfedinuril
frans_surya,Kanseulir
frans_surya,Yens0906
heyho9584455737,tanyarlfes
Widyawa64704930,pelti_nih
djayadiuurip1,Mdy_Asmara1701
ashhabina,mardigu024
CahKeren212,itsquaileggs
CahKeren212,Ozfreaks_
CahKeren212,cimbulpamungkas
CahKeren212,realfedinuril
Majinterra2008,Toni7216
Majinterra2008,realfedinuril
conejalanraya,wordareaa
widj_wuming,desmondwira
ardi_wm,erasmus70
ardi_wm,prabowo
widj_wuming,wandystjk2
fromuchitama,canikissuonce
fromuchitama,screampandaxx
fromuchitama,Devainvisible
fromuchitama,myrzalm
vicko_twitt,rvviz7
udennamaku,neVerAl0nely___
pulicikucing,ZoneVenomWar
pulicikucing,PejuangReceh167
pulicikucing,Turu748392
BambangGuritno7,hrdbacot
FathurR85888350,detikcom
fitri99187,GowtherXYZ
itsUi_Adoryan,BudiBukanIntel
G_VanyJKT48,Devanoar
G_VanyJKT48,ARSIPAJA
G_VanyJKT48,brainlotca45261
morecaffeins,jondhez
morecaffeins,Muklisabdulla12
neo_k00k33,arman_dhani
siapainiwoiii,tanyarlfes
kareninapark,jondhez
kareninapark,Fajar_Achmad_
kareninapark,Muklisabdulla12
kodokunoshinja,jondhez
kodokunoshinja,Muklisabdulla12
KuroKaitou,jondhez
KuroKaitou,Muklisabdulla12
bejowish,jondhez
bejowish,Muklisabdulla12
Jaremuwes,Wanatabea
PakeJari,malagreta
alfian_fdn,catuaries
Knightmetal1,jondhez
Knightmetal1,Muklisabdulla12
Yellow1490,maelokak
Yellow1490,lilaccountz
riyansetya,AdibHidayat
dinris15,tanyarlfes
dinris15,sunrisehunt
dinris15,Ringerlactate
blakckaisre,moviemnfs
blakckaisre,adolphmatherss
bonibonifahza,liputan6dotcom
pegawai_konoha_,gilanguage
pegawai_konoha_,kemenhut_ri
JPGunarto,riekediahp
JPGunarto,polisiolahraga
hewllopanda,loeych
YanAndreas5,kompascom
JPGunarto,aminudazis
JPGunarto,PNS_Ababil
tribunpontianak,tribunnews
Balola72,NOTASLIMBOY
kring_pajak,DitjenPajakRI
kring_pajak,rayakrisna788
kring_pajak,Sareve4
sudigyo_digdo,AndiRustam65083
sudigyo_digdo,GERWANIDYKE
sudigyo_digdo,FoxycatJjunie
lollipark,kikippe
joi2049joi,PNS_Garis_Lucu
TelurDadarYa,PNS_Garis_Lucu
ahmadinahrul,emgininamakuu
misuhmasyarakat,BuruhSiluman
lychee_syrups,babufess
lianiagain,hhhgatau
KenapaGwWNI,oguryy
slhinys,kylogrms
yeosseoji,danicdanic
PakeJari,Tobias744
PakeJari,mbok_tani
PakeJari,kokomkomsari08
aisellemi,embunbunpagi
YuanRyu_,loaharang
YuanRyu_,intinyadeh
YuanRyu_,FRD_sply
qwertyzdf,nabiylarisfa
AAlcandor40415,pigupy
ferrykoto,barengwarga
ferrykoto,filosofiksi
CahKeren212,BeeetheBoss
CahKeren212,ArifinJafar3
CahKeren212,setkabgoid
CahKeren212,KemensetnegRI
CahKeren212,__AnakKolong
CahKeren212,prabowo
syueb2011,M45Broo_
hendra_su31,nekotodayn
hendra_su31,ardisatriawan
hantu_buta,turfaul
fadilahrobi,LalajoPersib
enoliska_,d_bravee
CahKeren212,aniesbaswedan
CahKeren212,nanabinhariyati
CahKeren212,REDJA96
CahKeren212,salmanitb
lonewolfguyyyy,BudiBukanItil
fupufafa,Gerindra
fupufafa,amareguzel
fupufafa,Kemenag_RI
kring_pajak,exofspace
bamgyuup,pailiiu
zaynestrawberry,mep_mephisto
dinris15,Flashdllah
RunIvor,KemenkeuRI
RunIvor,txtdaritaxpayer
spiceydumpie,pumkimak
spiceydumpie,xaiueoax
spiceydumpie,wheeskei
spiceydumpie,vaxxsh
spiceydumpie,ultrramlktaro
NurAzizahSyawal,solehsolihun
dopL77,ngiungiungiu_
SegelasAirJeruk,hammybrownsugar
Tabrahamicon,Nidacattycatty
Tabrahamicon,dhemit_is_back
dhemit_is_back,Nidacattycatty
dhemit_is_back,Tabrahamicon
dhemit_is_back,Nidacattycatty
dhemit_is_back,Tabrahamicon
kring_pajak,Elizabe27178140
indieeds,Nasroel_Pm
gyoza_rinn,NaughtyRabbith_
va7ent,masabersiapp
saerozi63,BarisanPemudaRI
saerozi63,prabowo
CahKeren212,NiehandsW
CahKeren212,MuhadklyAcho
CahKeren212,adnardn
CahKeren212,Tangerinenz
CahKeren212,prabowo
FronteraFamily,awubyy
Dandhy_Laksono,ZaviKhaerul
alf_fkr,kring_pajak
pjnkerbell,kring_pajak
rempeyek_kcng,Donquixote_ricx
rempeyek_kcng,dandankokoro17
Detoxistence,Juyeonc
Detoxistence,Juxyeo
FrustRayhan,ARSIPAJA
mommocheese,kring_pajak
joekampret1,detikcom
PakeJari,Kazze__
Mendoan234,idextratime
txcntr,kring_pajak
111royalcupid,bettersweaat
irvinaffandi66,txtdaritaxpayer
DMieaceh80579,faridhcrb
DMieaceh80579,tedy_bambang
DMieaceh80579,ninja_neonn
cenilandpentol,medanperan
sunoooni,iriwoc
Mhd_IrfanW,kegblgnunfaedh
legolas132177,King_SpeakUp
Mashadi37659701,antilalat
alf_fkr,kring_pajak
alf_fkr,kring_pajak
DMieaceh80579,abu_waras
DMieaceh80579,mandaro_alam
endiiel,AgusMagelangan
endiiel,caturnonk
endiiel,ShiranuiMit
endiiel,frisaice
rerisabariah1,isomovingon
rerisabariah1,foliskincalters
rainaxagoras,mochipoca
